RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD,RESET POINTS
40,40,Jason Day,19,865,0,6,"2,022",NA
41,41,Kevin Tway,24,863,1,2,"2,024",NA
42,42,Jason Kokrak,21,854,0,5,"2,033",NA
43,43,Nate Lashley,19,836,1,2,"2,051",NA
44,44,Billy Horschel,24,835,0,4,"2,052",NA
45,45,Si Woo Kim,26,832,0,5,"2,055",NA
46,46,Adam Hadwin,22,818,0,5,"2,069",NA
47,47,J.B. Holmes,23,815,1,2,"2,072",NA
48,48,Kevin Na,18,815,1,3,"2,072",NA
49,49,Collin Morikawa,7,780,1,3,"2,107",NA
50,50,Patrick Reed,22,774,0,3,"2,113",NA
51,51,Louis Oosthuizen,16,754,0,4,"2,133",NA
52,52,Max Homa,23,742,1,2,"2,145",NA
53,53,Dylan Frittelli,22,735,1,1,"2,152",NA
54,54,Graeme McDowell,18,729,1,3,"2,158",NA
55,55,Adam Long,25,719,1,2,"2,168",NA
56,56,Joel Dahmen,27,716,0,2,"2,171",NA
57,57,Byeong Hun An,20,710,0,3,"2,177",NA
58,58,Keegan Bradley,23,700,0,3,"2,187",NA
59,59,Rafa Cabrera Bello,18,696,0,2,"2,191",NA
60,60,Ian Poulter,16,690,0,5,"2,197",NA
61,61,Ryan Moore,20,690,0,2,"2,197",NA
62,62,Emiliano Grillo,21,673,0,2,"2,214",NA
63,63,Vaughn Taylor,25,641,0,4,"2,246",NA
64,64,Cameron Champ,24,639,1,3,"2,248",NA
65,65,Sergio Garcia,14,637,0,5,"2,250",NA
66,66,Danny Lee,26,625,0,3,"2,262",NA
67,67,Abraham Ancer,24,622,0,3,"2,265",NA
68,68,Kevin Streelman,25,609,0,4,"2,278",NA
69,69,Jordan Spieth,21,605,0,3,"2,282",NA
70,70,Matthew Wolff,7,602,1,1,"2,285",NA
71,71,Bubba Watson,18,572,0,3,"2,315",NA
72,72,Troy Merritt,19,569,0,4,"2,318",NA
73,73,Charley Hoffman,23,567,0,2,"2,320",NA
74,74,Joaquin Niemann,26,566,0,4,"2,321",NA
75,75,Matt Every,15,561,0,2,"2,326",NA
76,76,Kiradech Aphibarnrat,19,558,0,3,"2,329",NA
77,77,Tyrrell Hatton,16,555,0,3,"2,332",NA
78,78,Brian Stuard,28,547,0,3,"2,340",NA
79,79,Cameron Smith,22,547,0,3,"2,340",NA
80,80,Jhonattan Vegas,22,538,0,3,"2,349",NA
81,81,Russell Henley,24,534,0,1,"2,353",NA
82,82,Chesson Hadley,25,532,0,3,"2,355",NA
83,83,Michael Thompson,21,527,0,4,"2,360",NA
84,84,Adam Schenk,30,524,0,3,"2,363",NA
85,85,Henrik Stenson,15,523,0,3,"2,364",NA
86,86,Brian Harman,28,509,0,4,"2,378",NA
87,87,Luke List,21,497,0,4,"2,390",NA
88,88,Branden Grace,21,495,0,2,"2,392",NA
89,89,Sam Burns,26,493,0,3,"2,394",NA
90,90,Wyndham Clark,25,491,0,3,"2,396",NA
91,91,Roger Sloan,26,489,0,3,"2,398",NA
92,92,Bud Cauley,24,482,0,2,"2,405",NA
93,93,J.J. Spaun,25,479,0,2,"2,408",NA
94,94,Chris Stroud,25,473,0,4,"2,414",NA
95,95,Brice Garnett,27,466,0,2,"2,421",NA
96,96,Mackenzie Hughes,24,466,0,2,"2,421",NA
97,97,Talor Gooch,16,463,0,2,"2,424",NA
98,98,Kyle Stanley,24,460,0,1,"2,427",NA
99,99,Nick Watney,25,460,0,3,"2,427",NA
100,100,Patrick Rodgers,17,459,0,1,"2,428",NA
101,101,Cameron Tringale,20,459,0,2,"2,428",NA
102,102,Harold Varner III,24,458,0,2,"2,429",NA
103,103,Sam Ryder,22,458,0,2,"2,429",NA
104,104,Kyoung-Hoon Lee,29,453,0,2,"2,434",NA
105,105,Scott Stallings,25,452,0,2,"2,435",NA
106,106,Russell Knox,21,452,0,2,"2,435",NA
107,107,Denny McCarthy,27,443,0,2,"2,444",NA
108,108,Ryan Armour,27,434,0,1,"2,453",NA
109,109,Scott Brown,26,433,0,4,"2,454",NA
110,110,Danny Willett,18,432,0,2,"2,455",NA
111,111,Sepp Straka,24,432,0,1,"2,455",NA
112,112,Aaron Baddeley,17,428,0,3,"2,459",NA
113,113,Carlos Ortiz,27,428,0,3,"2,459",NA
114,114,Peter Malnati,25,423,0,1,"2,464",NA
115,115,Matt Jones,26,423,0,2,"2,464",NA
116,116,Brian Gay,27,415,0,2,"2,472",NA
117,117,Nick Taylor,27,408,0,1,"2,479",NA
118,118,Patton Kizzire,24,406,0,1,"2,481",NA
119,119,Martin Laird,25,401,0,4,"2,486",NA
120,120,Aaron Wise,20,400,0,1,"2,487",NA
121,121,Kelly Kraft,30,399,0,3,"2,488",NA
122,122,Jonas Blixt,25,392,0,1,"2,495",NA
123,123,Andrew Landry,24,388,0,1,"2,499",NA
124,124,Sebastián Muñoz,25,383,0,3,"2,504",NA
125,125,Pat Perez,20,376,0,3,"2,511",NA
126,126,Richy Werenski,27,374,0,1,"2,513",NA
127,127,Shawn Stefani,25,374,0,2,"2,513",NA
128,128,Robert Streb,28,372,0,2,"2,515",NA
129,129,Alex Noren,18,367,0,NA,"2,520",NA
130,130,Austin Cook,23,364,0,2,"2,523",NA
131,131,Daniel Berger,20,361,0,1,"2,526",NA
132,132,Martin Trainer,25,354,1,1,"2,533",NA
133,133,Peter Uihlein,29,353,0,2,"2,534",NA
134,134,Wes Roach,21,345,0,2,"2,542",NA
135,135,Bronson Burgoon,20,343,0,2,"2,544",NA
136,136,Jason Dufner,25,327,0,2,"2,560",NA
137,137,Ryan Blaum,28,323,0,1,"2,564",NA
138,138,Jim Herman,21,321,1,1,"2,566",NA
139,139,Dominic Bozzelli,24,316,0,2,"2,571",NA
140,140,Bill Haas,23,312,0,2,"2,575",NA
141,141,Johnson Wagner,19,312,0,1,"2,575",NA
142,142,Roberto Castro,22,312,0,2,"2,575",NA
143,143,Seamus Power,27,308,0,2,"2,579",NA
144,144,Zack Sucher,10,305,0,1,"2,582",NA
145,145,Beau Hossler,27,304,0,NA,"2,583",NA
146,146,Josh Teater,24,296,0,2,"2,591",NA
147,147,"Ted Potter, Jr.",23,291,0,1,"2,596",NA
148,148,Hank Lebioda,23,291,0,1,"2,596",NA
149,149,Harris English,28,289,0,NA,"2,598",NA
150,150,Martin Kaymer,14,288,0,1,"2,599",NA
151,151,Jonathan Byrd,17,283,0,1,"2,604",NA
152,152,Stephan Jaeger,26,278,0,NA,"2,609",NA
153,153,Scott Langley,27,277,0,1,"2,610",NA
154,154,Zach Johnson,19,276,0,1,"2,611",NA
155,155,Roberto Díaz,23,271,0,2,"2,616",NA
156,156,Chase Wright,26,265,0,2,"2,622",NA
157,157,Trey Mullinax,25,260,0,NA,"2,627",NA
158,158,Jimmy Walker,22,258,0,NA,"2,629",NA
159,159,Tom Hoge,32,252,0,1,"2,635",NA
160,160,Cameron Davis,25,252,0,NA,"2,635",NA
161,161,Kramer Hickok,26,250,0,1,"2,637",NA
162,162,Hudson Swafford,20,242,0,1,"2,645",NA
163,163,Tyler Duncan,29,238,0,1,"2,649",NA
164,164,D.J. Trahan,14,231,0,3,"2,656",NA
165,165,Brandon Harkins,28,225,0,1,"2,662",NA
166,166,Jim Knous,18,223,0,1,"2,664",NA
167,167,Adam Svensson,25,223,0,NA,"2,664",NA
168,168,Alex Prugh,26,217,0,NA,"2,670",NA
169,169,Fabián Gómez,20,209,0,NA,"2,678",NA
170,170,Joey Garber,22,209,0,2,"2,678",NA
171,171,Brendan Steele,22,204,0,NA,"2,683",NA
172,172,Anders Albertson,25,199,0,1,"2,688",NA
173,173,Sam Saunders,26,197,0,1,"2,690",NA
174,174,David Hearn,18,195,0,1,"2,692",NA
175,175,Curtis Luck,23,190,0,1,"2,697",NA
176,176,Julián Etulain,24,189,0,NA,"2,698",NA
177,177,José de Jesús Rodríguez,23,187,0,NA,"2,700",NA
178,178,Anirban Lahiri,23,164,0,1,"2,723",NA
179,179,Stewart Cink,16,160,0,NA,"2,727",NA
180,180,Ollie Schniederjans,28,153,0,NA,"2,734",NA
181,181,Ben Silverman,24,143,0,NA,"2,744",NA
182,182,Ernie Els,18,142,0,NA,"2,745",NA
183,183,Brendon Todd,11,142,0,NA,"2,745",NA
184,184,Hunter Mahan,21,141,0,NA,"2,746",NA
185,185,Satoshi Kodaira,22,141,0,NA,"2,746",NA
186,186,John Chin,21,140,0,1,"2,747",NA
187,187,Kyle Jones,26,133,0,NA,"2,754",NA
188,188,Seth Reeves,25,124,0,1,"2,763",NA
189,189,Billy Hurley III,13,122,0,1,"2,765",NA
190,190,Whee Kim,27,118,0,1,"2,769",NA
191,191,Luke Donald,12,115,0,1,"2,772",NA
192,192,Charl Schwartzel,13,113,0,1,"2,774",NA
193,193,Cody Gribble,26,111,0,NA,"2,776",NA
194,194,Kevin Chappell,3,107,0,1,"2,780",NA
195,195,Davis Love III,9,106,0,1,"2,781",NA
196,196,Brady Schnell,21,103,0,NA,"2,784",NA
197,197,Vijay Singh,6,100,0,1,"2,787",NA
198,198,Nicholas Lindheim,17,97,0,NA,"2,790",NA
199,199,Chris Kirk,17,95,0,NA,"2,792",NA
200,200,Ben Crane,14,95,0,1,"2,792",NA
201,201,George McNeill,9,90,0,1,"2,797",NA
202,202,Sean O'Hair,9,88,0,1,"2,799",NA
203,203,Alex Cejka,22,88,0,NA,"2,799",NA
204,204,Tom Lovelady,14,85,0,NA,"2,802",NA
205,205,Sangmoon Bae,22,85,0,NA,"2,802",NA
206,206,J.J. Henry,22,84,0,1,"2,803",NA
207,207,Martin Piller,15,78,0,NA,"2,809",NA
208,208,Freddie Jacobson,19,72,0,NA,"2,815",NA
209,209,James Hahn,10,70,0,NA,"2,817",NA
210,210,K.J. Choi,7,70,0,1,"2,817",NA
211,211,Jamie Lovemark,7,66,0,NA,"2,821",NA
212,212,Tyrone Van Aswegen,15,62,0,NA,"2,825",NA
213,213,Padraig Harrington,11,61,0,NA,"2,826",NA
214,214,Grayson Murray,14,57,0,NA,"2,830",NA
215,215,Boo Weekley,9,53,0,NA,"2,834",NA
216,216,Steve Stricker,7,49,0,NA,"2,838",NA
217,217,Jason Gore,4,48,0,NA,"2,839",NA
218,218,Derek Fathauer,14,45,0,NA,"2,842",NA
219,219,Andres Romero,9,44,0,NA,"2,843",NA
220,220,John Huh,13,44,0,NA,"2,843",NA
221,221,Rod Pampling,22,42,0,NA,"2,845",NA
222,222,Chris Thompson,19,39,0,NA,"2,848",NA
223,223,David Toms,3,37,0,NA,"2,850",NA
224,224,Arjun Atwal,6,35,0,NA,"2,852",NA
225,225,Morgan Hoffmann,11,35,0,NA,"2,852",NA
226,226,Robert Garrigus,11,34,0,NA,"2,853",NA
227,227,Michael Kim,26,34,0,NA,"2,853",NA
228,228,David Lingmerth,13,33,0,NA,"2,854",NA
229,229,John Senden,16,28,0,NA,"2,859",NA
230,230,Colt Knost,10,27,0,NA,"2,860",NA
231,231,Y.E. Yang,4,22,0,NA,"2,865",NA
232,232,Daniel Chopra,6,20,0,NA,"2,867",NA
233,233,Parker McLachlin,8,16,0,NA,"2,871",NA
234,234,John Rollins,5,16,0,NA,"2,871",NA
235,235,Stuart Appleby,3,16,0,NA,"2,871",NA
236,236,D.A. Points,13,15,0,NA,"2,872",NA
237,237,Chris Couch,4,15,0,NA,"2,872",NA
238,238,Chad Collins,15,14,0,NA,"2,873",NA
239,239,Chad Campbell,13,14,0,NA,"2,873",NA
240,240,Tim Herron,10,13,0,NA,"2,874",NA
241,241,Fred Couples,3,13,0,NA,"2,874",NA
242,242,Tommy Gainey,5,12,0,NA,"2,875",NA
243,243,Charlie Beljan,5,12,0,NA,"2,875",NA
244,244,Trevor Immelman,4,11,0,NA,"2,876",NA
245,245,Ricky Barnes,11,9,0,NA,"2,878",NA
246,246,Brian Davis,9,8,0,NA,"2,879",NA
247,247,Mike Weir,9,7,0,NA,"2,880",NA
248,248,Robert Allenby,5,7,0,NA,"2,880",NA
249,249,John Merrick,5,5,0,NA,"2,882",NA
250,250,Bernhard Langer,1,5,0,NA,"2,882",NA
251,251,Tom Lehman,2,5,0,NA,"2,882",NA
252,252,Derek Ernst,3,4,0,NA,"2,883",NA
253,253,Brandon Hagy,13,4,0,NA,"2,883",NA
254,254,Omar Uresti,4,3,0,NA,"2,884",NA
255,255,Charlie Wi,3,3,0,NA,"2,884",NA
256,256,Smylie Kaufman,5,3,0,NA,"2,884",NA
257,257,Ken Duke,1,3,0,NA,"2,884",NA
258,258,Dicky Pride,3,2,0,NA,"2,885",NA
259,259,Rich Beem,1,2,0,NA,"2,885",NA
260,260,Brendon de Jonge,6,2,0,NA,"2,885",NA
261,261,John Daly,3,2,0,NA,"2,885",NA
262,262,Jason Bohn,5,2,0,NA,"2,885",NA
263,263,Jonathan Kaye,4,2,0,NA,"2,885",NA
264,264,Heath Slocum,4,2,0,NA,"2,885",NA
265,265,Will MacKenzie,8,1,0,NA,"2,886",NA
